"","Week_Key","Count_CDR_OPIE_ID","PHE_Region_Cd","nw_age_grp"
"4381",201609,1,"UKK",".[45-64]"
"4382",201417,1,"UKE",".[65+"
"4383",201752,1,"UKJ",".[45-64]"
"4384",201911,1,"UKC",".[65+"
"4385",201315,2,"UKJ",".[65+"
"4386",201509,1,"UKF",".[25-44]"
"4387",201651,1,"UKE",".[05-14]"
"4388",201538,1,"UKE",".[45-64]"
"4389",201751,5,"UKF",".[65+"
"4390",201707,2,"UKE",".[65+"
"4391",201849,2,"UKE",".[65+"
"4392",201844,1,"UKE",".[25-44]"
"4393",201916,1,"UKC",".[65+"
"4394",201747,1,"UKG",".[45-64]"
"4395",201344,2,"UKF",".[00-04]"
"4396",201938,2,"UKK",".[65+"
"4397",201911,1,"UKD",".[45-64]"
"4398",201805,3,"UKE",".[65+"
"4399",201816,1,"UKD",".[65+"
"4400",201651,2,"UKG",".[15-24]"
"4401",201645,1,"UKK",".[25-44]"
"4402",201939,1,"UKI",".[05-14]"
"4403",201411,1,"UKE",".[25-44]"
"4404",201301,10,"UKE",".[65+"
"4405",201801,1,"UKH",".[15-24]"
"4406",201746,3,"UKH",".[65+"
"4407",201648,6,"UKE",".[65+"
"4408",201921,1,"UKH",".[65+"
"4409",201748,4,"UKG",".[65+"
"4410",201541,1,"UKE",".[65+"
"4411",201647,2,"UKI",".[05-14]"
"4412",201502,17,"UKK",".[00-04]"
"4413",201314,1,"UKE",".[45-64]"
"4414",201814,3,"UKE",".[65+"
"4415",201417,2,"UKH",".[65+"
"4416",201925,1,"UKE",".[45-64]"
"4417",201913,1,"UKJ",".[65+"
"4418",201650,1,"UKJ",".[25-44]"
"4419",201448,1,"UKI",".[15-24]"
"4420",201449,1,"UKE",".[65+"
"4421",201415,1,"UKD",".[65+"
"4422",201714,3,"UKK",".[65+"
"4423",201842,1,"UKF",".[65+"
"4424",201830,1,"UKG",".[00-04]"
"4425",201717,2,"UKH",".[65+"
"4426",201850,1,"UKE",".[15-24]"
"4427",201707,3,"UKJ",".[00-04]"
"4428",201713,8,"UKK",".[00-04]"
"4429",201845,3,"UKH",".[65+"
"4430",201622,1,"UKE",".[25-44]"
"4431",201922,1,"UKG",".[00-04]"
"4432",201604,4,"UKJ",".[65+"
"4433",201620,2,"UKH",".[65+"
"4434",201310,1,"UKK",".[05-14]"
"4435",201909,1,"UKI",".[25-44]"
"4436",201609,1,"UKC",".[15-24]"
"4437",201630,1,"UKF",".[00-04]"
"4438",201645,8,"UKE",".[65+"
"4439",201311,4,"UKI",".[65+"
"4440",201650,1,"UKE",".[65+"
"4441",201407,1,"UKI",".[65+"
"4442",201716,1,"UKK",".[00-04]"
"4443",201305,3,"UKE",".[65+"
"4444",201808,1,"UKG",".[45-64]"
"4445",201809,5,"UKE",".[65+"
"4446",201924,3,"UKE",".[65+"
"4447",201520,1,"UKJ",".[05-14]"
"4448",201903,4,"UKE",".[65+"
"4449",201845,9,"UKD",".[65+"
"4450",201413,1,"UKD",".[15-24]"
"4451",201512,5,"UKJ",".[65+"
"4452",201810,7,"UKK",".[65+"
"4453",201915,1,"UKI",".[25-44]"
"4454",201429,5,"UKJ",".[15-24]"
"4455",201415,1,"UKF",".[65+"
"4456",201517,1,"UKG",".[65+"
"4457",201842,1,"UKJ",".[65+"
"4458",201714,1,"UKE",".[45-64]"
"4459",201647,2,"UKF",".[65+"
"4460",201305,2,"UKH",".[65+"
"4461",201736,1,"UKK",".[45-64]"
"4462",201703,1,"UKE",".[25-44]"
"4463",201825,2,"UKI",".[00-04]"
"4464",201636,1,"UKH",".[65+"
"4465",201413,11,"UKK",".[00-04]"
"4466",201927,1,"UKD",".[65+"
"4467",201545,1,"UKJ",".[45-64]"
"4468",201545,1,"UKJ",".[65+"
"4469",201812,1,"UKI",".[25-44]"
"4470",201803,1,"UKJ",".[65+"
"4471",201421,1,"UKH",".[65+"
"4472",201531,1,"UKK",".[45-64]"
"4473",201520,4,"UKK",".[65+"
"4474",201920,1,"UKH",".[05-14]"
"4475",201612,1,"UKK",".[25-44]"
"4476",201520,2,"UKI",".[65+"
"4477",201305,4,"UKE",".[65+"
"4478",201929,2,"UKF",".[25-44]"
"4479",201450,2,"UKJ",".[65+"
"4480",201913,1,"UKD",".[65+"
"4481",201714,1,"UKE",".[65+"
"4482",201814,9,"UKF",".[65+"
"4483",201629,1,"UKK",".[45-64]"
"4484",201351,1,"UKE",".[65+"
"4485",201722,2,"UKE",".[25-44]"
"4486",201418,1,"UKH",".[45-64]"
"4487",201709,1,"UKG",".[65+"
"4488",201843,1,"UKG",".[25-44]"
"4489",201821,2,"UKD",".[65+"
"4490",201913,1,"UKK",".[25-44]"
"4491",201915,1,"UKF",".[65+"
"4492",201515,3,"UKC",".[65+"
"4493",201936,2,"UKI",".[25-44]"
"4494",201735,1,"UKC",".[25-44]"
"4495",201514,1,"UKF",".[45-64]"
"4496",201425,6,"UKC",".[65+"
"4497",201913,2,"UKE",".[45-64]"
"4498",201822,2,"UKG",".[65+"
"4499",201844,8,"UKE",".[65+"
"4500",201314,1,"UKF",".[65+"
"4501",201608,3,"UKG",".[65+"
"4502",201814,4,"UKH",".[65+"
"4503",201849,4,"UKD",".[65+"
"4504",201701,6,"UKG",".[65+"
"4505",201701,1,"UKE",".[45-64]"
"4506",201510,2,"UKE",".[65+"
"4507",201603,3,"UKH",".[00-04]"
"4508",201545,1,"UKH",".[45-64]"
"4509",201533,1,"UKE",".[65+"
"4510",201851,3,"UKH",".[45-64]"
"4511",201647,1,"UKI",".[05-14]"
"4512",201422,2,"UKJ",".[00-04]"
"4513",201408,1,"UKC",".[00-04]"
"4514",201452,2,"UKJ",".[45-64]"
"4515",201727,2,"UKH",".[45-64]"
"4516",201302,1,"UKF",".[65+"
"4517",201742,1,"UKD",".[25-44]"
"4518",201819,5,"UKK",".[65+"
"4519",201815,1,"UKH",".[45-64]"
"4520",201607,2,"UKD",".[00-04]"
"4521",201737,1,"UKI",".[25-44]"
"4522",201508,1,"UKI",".[45-64]"
"4523",201646,1,"UKH",".[45-64]"
"4524",201621,9,"UKI",".[00-04]"
"4525",201617,2,"UKI",".[65+"
"4526",201634,1,"UKK",".[45-64]"
"4527",201314,1,"UKG",".[25-44]"
"4528",201809,3,"UKK",".[65+"
"4529",201508,6,"UKD",".[65+"
"4530",201406,2,"UKD",".[65+"
"4531",201750,2,"UKI",".[65+"
"4532",201548,4,"UKK",".[45-64]"
"4533",201619,4,"UKG",".[65+"
"4534",201939,2,"UKI",".[00-04]"
"4535",201751,9,"UKG",".[65+"
"4536",201937,1,"UKG",".[65+"
"4537",201622,2,"UKJ",".[65+"
"4538",201410,1,"UKH",".[15-24]"
"4539",201911,1,"UKH",".[25-44]"
"4540",201719,1,"UKG",".[65+"
"4541",201707,1,"UKI",".[65+"
"4542",201511,7,"UKG",".[65+"
"4543",201307,1,"UKH",".[25-44]"
"4544",201322,1,"UKG",".[65+"
"4545",201538,1,"UKH",".[65+"
"4546",201609,3,"UKJ",".[65+"
"4547",201619,3,"UKK",".[65+"
"4548",201835,1,"UKF",".[25-44]"
"4549",201512,6,"UKJ",".[65+"
"4550",201650,1,"UKI",".[65+"
"4551",201703,1,"UKK",".[45-64]"
"4552",201917,2,"UKI",".[45-64]"
"4553",201307,1,"UKG",".[65+"
"4554",201704,3,"UKG",".[65+"
"4555",201522,2,"UKK",".[65+"
"4556",201752,1,"UKK",".[25-44]"
"4557",201730,1,"UKH",".[45-64]"
"4558",201920,1,"UKF",".[65+"
"4559",201606,3,"UKF",".[65+"
"4560",201705,2,"UKD",".[25-44]"
"4561",201401,1,"UKK",".[65+"
"4562",201621,1,"UKJ",".[45-64]"
"4563",201644,3,"UKE",".[65+"
"4564",201638,1,"UKE",".[65+"
"4565",201320,1,"UKI",".[45-64]"
"4566",201308,4,"UKD",".[65+"
"4567",201719,3,"UKK",".[00-04]"
"4568",201935,1,"UKJ",".[65+"
"4569",201312,3,"UKE",".[65+"
"4570",201820,1,"UKC",".[65+"
"4571",201335,1,"UKE",".[65+"
"4572",201519,2,"UKI",".[15-24]"
"4573",201713,1,"UKH",".[05-14]"
"4574",201810,1,"UKH",".[65+"
"4575",201515,1,"UKE",".[45-64]"
"4576",201733,1,"UKH",".[45-64]"
"4577",201825,1,"UKK",".[25-44]"
"4578",201707,5,"UKI",".[65+"
"4579",201448,3,"UKE",".[65+"
"4580",201307,12,"UKE",".[65+"
"4581",201401,1,"UKH",".[65+"
"4582",201807,1,"UKC",".[65+"
"4583",201617,4,"UKI",".[65+"
"4584",201319,1,"UKH",".[45-64]"
"4585",201603,1,"UKI",".[05-14]"
"4586",201319,2,"UKE",".[45-64]"
"4587",201515,1,"UKE",".[45-64]"
"4588",201446,2,"UKG",".[45-64]"
"4589",201509,3,"UKE",".[00-04]"
"4590",201532,1,"UKC",".[45-64]"
"4591",201403,8,"UKK",".[00-04]"
"4592",201425,4,"UKI",".[00-04]"
"4593",201902,1,"UKC",".[45-64]"
"4594",201606,1,"UKK",".[65+"
"4595",201510,1,"UKI",".[05-14]"
"4596",201642,1,"UKJ",".[65+"
"4597",201617,2,"UKF",".[65+"
"4598",201448,2,"UKC",".[65+"
"4599",201413,1,"UKE",".[45-64]"
"4600",201621,1,"UKI",".[05-14]"
"4601",201305,1,"UKD",".[25-44]"
"4602",201608,1,"UKC",".[65+"
"4603",201447,1,"UKH",".[05-14]"
"4604",201643,1,"UKF",".[15-24]"
"4605",201708,3,"UKF",".[25-44]"
"4606",201752,1,"UKG",".[65+"
"4607",201814,6,"UKH",".[65+"
"4608",201517,3,"UKH",".[65+"
"4609",201433,1,"UKK",".[65+"
"4610",201301,1,"UKE",".[65+"
"4611",201916,1,"UKG",".[65+"
"4612",201709,1,"UKE",".[05-14]"
"4613",201919,1,"UKJ",".[65+"
"4614",201349,3,"UKE",".[00-04]"
"4615",201609,1,"UKC",".[45-64]"
"4616",201306,3,"UKE",".[15-24]"
"4617",201415,2,"UKI",".[45-64]"
"4618",201312,3,"UKE",".[65+"
"4619",201543,1,"UKH",".[25-44]"
"4620",201502,1,"UKF",".[65+"
"4621",201621,1,"UKJ",".[05-14]"
"4622",201401,2,"UKH",".[65+"
"4623",201737,1,"UKE",".[65+"
"4624",201819,1,"UKJ",".[05-14]"
"4625",201648,10,"UKK",".[00-04]"
"4626",201413,4,"UKJ",".[65+"
"4627",201316,2,"UKK",".[15-24]"
"4628",201302,2,"UKD",".[00-04]"
"4629",201420,2,"UKK",".[65+"
"4630",201811,1,"UKF",".[65+"
"4631",201921,3,"UKI",".[00-04]"
"4632",201442,4,"UKK",".[65+"
"4633",201744,2,"UKE",".[45-64]"
"4634",201823,1,"UKI",".[65+"
"4635",201530,1,"UKH",".[15-24]"
"4636",201807,5,"UKK",".[65+"
"4637",201744,2,"UKF",".[65+"
"4638",201406,1,"UKJ",".[25-44]"
"4639",201318,6,"UKE",".[65+"
"4640",201618,5,"UKE",".[65+"
"4641",201422,1,"UKE",".[65+"
"4642",201520,1,"UKD",".[65+"
"4643",201425,1,"UKI",".[45-64]"
"4644",201330,1,"UKE",".[65+"
"4645",201502,1,"UKF",".[65+"
"4646",201611,2,"UKE",".[00-04]"
"4647",201444,1,"UKK",".[65+"
"4648",201511,1,"UKE",".[15-24]"
"4649",201607,1,"UKK",".[15-24]"
"4650",201746,5,"UKJ",".[65+"
"4651",201649,2,"UKF",".[65+"
"4652",201736,1,"UKI",".[25-44]"
"4653",201314,5,"UKC",".[65+"
"4654",201450,1,"UKH",".[65+"
"4655",201508,7,"UKH",".[65+"
"4656",201906,4,"UKE",".[65+"
"4657",201610,1,"UKC",".[65+"
"4658",201923,1,"UKG",".[45-64]"
"4659",201323,6,"UKK",".[65+"
"4660",201645,4,"UKJ",".[00-04]"
"4661",201607,1,"UKE",".[45-64]"
"4662",201518,1,"UKD",".[00-04]"
"4663",201848,1,"UKI",".[25-44]"
"4664",201715,3,"UKK",".[65+"
"4665",201908,10,"UKH",".[65+"
"4666",201512,7,"UKF",".[65+"
"4667",201523,2,"UKK",".[45-64]"
"4668",201436,1,"UKI",".[05-14]"
"4669",201745,3,"UKJ",".[65+"
"4670",201709,1,"UKG",".[00-04]"
"4671",201811,3,"UKK",".[25-44]"
"4672",201820,5,"UKJ",".[00-04]"
"4673",201611,4,"UKI",".[65+"
"4674",201505,1,"UKG",".[05-14]"
"4675",201502,1,"UKH",".[45-64]"
"4676",201845,3,"UKK",".[65+"
"4677",201803,2,"UKJ",".[65+"
"4678",201534,2,"UKI",".[00-04]"
"4679",201906,5,"UKK",".[65+"
"4680",201316,1,"UKE",".[25-44]"
"4681",201811,1,"UKG",".[65+"
"4682",201815,1,"UKF",".[65+"
"4683",201846,2,"UKE",".[45-64]"
"4684",201847,3,"UKE",".[45-64]"
"4685",201330,1,"UKD",".[65+"
"4686",201616,1,"UKH",".[45-64]"
"4687",201706,3,"UKF",".[65+"
"4688",201423,5,"UKJ",".[45-64]"
"4689",201613,2,"UKF",".[65+"
"4690",201505,1,"UKK",".[45-64]"
"4691",201445,2,"UKJ",".[25-44]"
"4692",201852,2,"UKH",".[65+"
"4693",201506,1,"UKI",".[45-64]"
"4694",201617,1,"UKE",".[25-44]"
"4695",201843,1,"UKE",".[65+"
"4696",201351,1,"UKI",".[65+"
"4697",201426,2,"UKJ",".[45-64]"
"4698",201917,1,"UKH",".[65+"
"4699",201915,2,"UKH",".[25-44]"
"4700",201919,2,"UKK",".[65+"
"4701",201612,1,"UKG",".[65+"
"4702",201616,1,"UKC",".[65+"
"4703",201901,8,"UKE",".[00-04]"
"4704",201626,2,"UKD",".[25-44]"
"4705",201821,2,"UKK",".[65+"
"4706",201520,2,"UKH",".[65+"
"4707",201849,1,"UKI",".[00-04]"
"4708",201518,1,"UKD",".[05-14]"
"4709",201505,1,"UKE",".[15-24]"
"4710",201612,1,"UKI",".[65+"
"4711",201450,4,"UKK",".[65+"
"4712",201912,1,"UKJ",".[65+"
"4713",201805,11,"UKI",".[65+"
"4714",201507,1,"UKG",".[65+"
"4715",201449,1,"UKE",".[45-64]"
"4716",201307,1,"UKF",".[45-64]"
"4717",201913,1,"UKE",".[05-14]"
"4718",201811,1,"UKI",".[65+"
"4719",201525,1,"UKD",".[65+"
"4720",201519,1,"UKK",".[65+"
"4721",201551,1,"UKF",".[65+"
"4722",201345,1,"UKH",".[25-44]"
"4723",201910,1,"UKE",".[65+"
"4724",201632,2,"UKJ",".[00-04]"
"4725",201932,1,"UKK",".[25-44]"
"4726",201417,3,"UKI",".[65+"
"4727",201446,1,"UKE",".[65+"
"4728",201344,1,"UKE",".[65+"
"4729",201812,1,"UKE",".[25-44]"
"4730",201618,1,"UKJ",".[15-24]"
"4731",201315,2,"UKK",".[25-44]"
"4732",201916,2,"UKF",".[65+"
"4733",201506,1,"UKF",".[45-64]"
"4734",201902,4,"UKE",".[65+"
"4735",201810,3,"UKG",".[65+"
"4736",201815,2,"UKI",".[00-04]"
"4737",201603,1,"UKD",".[65+"
"4738",201724,1,"UKI",".[15-24]"
"4739",201901,1,"UKE",".[05-14]"
"4740",201551,1,"UKF",".[65+"
"4741",201520,1,"UKI",".[25-44]"
"4742",201937,1,"UKF",".[65+"
"4743",201318,1,"UKE",".[05-14]"
"4744",201648,1,"UKH",".[65+"
"4745",201337,1,"UKH",".[45-64]"
"4746",201421,1,"UKK",".[45-64]"
"4747",201311,2,"UKH",".[00-04]"
"4748",201422,1,"UKJ",".[65+"
"4749",201408,1,"UKI",".[65+"
"4750",201823,1,"UKH",".[25-44]"
"4751",201513,3,"UKD",".[65+"
"4752",201508,1,"UKJ",".[65+"
"4753",201752,1,"UKJ",".[65+"
"4754",201912,1,"UKC",".[65+"
"4755",201852,1,"UKD",".[00-04]"
"4756",201647,2,"UKI",".[65+"
"4757",201829,1,"UKH",".[00-04]"
"4758",201311,5,"UKC",".[65+"
"4759",201716,1,"UKG",".[65+"
"4760",201750,1,"UKK",".[25-44]"
"4761",201842,4,"UKK",".[65+"
"4762",201510,1,"UKG",".[25-44]"
"4763",201316,11,"UKI",".[65+"
"4764",201533,1,"UKG",".[65+"
"4765",201939,1,"UKI",".[45-64]"
"4766",201650,4,"UKG",".[65+"
"4767",201930,4,"UKI",".[00-04]"
"4768",201701,1,"UKD",".[65+"
"4769",201611,2,"UKF",".[45-64]"
"4770",201934,1,"UKD",".[45-64]"
"4771",201451,2,"UKE",".[45-64]"
"4772",201424,1,"UKE",".[05-14]"
"4773",201303,2,"UKE",".[00-04]"
"4774",201941,1,"UKG",".[65+"
"4775",201529,2,"UKE",".[45-64]"
"4776",201603,1,"UKH",".[65+"
"4777",201751,3,"UKH",".[65+"
"4778",201645,2,"UKD",".[45-64]"
"4779",201511,1,"UKI",".[45-64]"
"4780",201646,3,"UKH",".[00-04]"
"4781",201428,1,"UKK",".[45-64]"
"4782",201304,4,"UKD",".[65+"
"4783",201816,3,"UKK",".[25-44]"
"4784",201351,3,"UKE",".[45-64]"
"4785",201938,1,"UKH",".[45-64]"
"4786",201315,4,"UKI",".[25-44]"
"4787",201306,1,"UKK",".[65+"
"4788",201301,1,"UKH",".[65+"
"4789",201505,2,"UKK",".[65+"
"4790",201727,1,"UKF",".[15-24]"
"4791",201643,2,"UKF",".[65+"
"4792",201549,1,"UKG",".[45-64]"
"4793",201910,2,"UKH",".[45-64]"
"4794",201846,2,"UKE",".[65+"
"4795",201735,1,"UKH",".[65+"
"4796",201933,1,"UKI",".[45-64]"
"4797",201325,1,"UKE",".[25-44]"
"4798",201648,4,"UKD",".[65+"
"4799",201843,2,"UKG",".[45-64]"
"4800",201645,1,"UKD",".[65+"
"4801",201820,1,"UKE",".[65+"
"4802",201750,3,"UKI",".[65+"
"4803",201429,1,"UKD",".[00-04]"
"4804",201918,2,"UKK",".[00-04]"
"4805",201740,3,"UKF",".[45-64]"
"4806",201737,1,"UKI",".[45-64]"
"4807",201851,8,"UKI",".[00-04]"
"4808",201851,2,"UKK",".[65+"
"4809",201841,1,"UKH",".[65+"
"4810",201515,1,"UKD",".[65+"
"4811",201619,3,"UKE",".[65+"
"4812",201808,1,"UKH",".[65+"
"4813",201847,1,"UKC",".[65+"
"4815",201638,1,"UKJ",".[65+"
"4816",201808,7,"UKH",".[65+"
"4817",201701,1,"UKE",".[65+"
"4818",201914,3,"UKE",".[65+"
"4819",201634,1,"UKI",".[25-44]"
"4820",201424,2,"UKI",".[65+"
"4821",201728,1,"UKH",".[00-04]"
"4822",201508,1,"UKK",".[25-44]"
"4823",201845,1,"UKD",".[15-24]"
"4824",201941,1,"UKG",".[65+"
"4825",201444,1,"UKD",".[45-64]"
"4826",201352,4,"UKG",".[65+"
"4827",201921,2,"UKJ",".[45-64]"
"4828",201709,1,"UKJ",".[25-44]"
"4829",201520,1,"UKG",".[05-14]"
"4830",201648,2,"UKE",".[05-14]"
"4831",201418,1,"UKF",".[65+"
"4832",201549,2,"UKK",".[65+"
"4833",201849,1,"UKG",".[65+"
"4834",201647,1,"UKI",".[65+"
"4835",201801,8,"UKK",".[65+"
"4836",201307,3,"UKK",".[65+"
"4837",201436,1,"UKJ",".[65+"
"4838",201351,2,"UKE",".[65+"
"4839",201443,1,"UKG",".[65+"
"4840",201646,1,"UKF",".[65+"
"4841",201647,18,"UKE",".[65+"
"4842",201742,1,"UKE",".[25-44]"
"4843",201740,1,"UKJ",".[25-44]"
"4844",201613,1,"UKE",".[45-64]"
"4845",201305,2,"UKG",".[65+"
"4846",201427,1,"UKI",".[65+"
"4847",201806,1,"UKH",".[45-64]"
"4848",201508,12,"UKD",".[65+"
"4849",201629,1,"UKH",".[65+"
"4850",201623,4,"UKE",".[65+"
"4851",201316,1,"UKK",".[65+"
"4852",201844,1,"UKE",".[25-44]"
"4853",201745,3,"UKD",".[65+"
"4854",201305,2,"UKH",".[65+"
"4855",201746,1,"UKH",".[45-64]"
"4856",201530,1,"UKI",".[45-64]"
"4857",201830,1,"UKC",".[00-04]"
"4858",201419,5,"UKI",".[00-04]"
"4859",201843,2,"UKK",".[00-04]"
"4860",201503,2,"UKI",".[65+"
"4861",201912,4,"UKE",".[65+"
"4862",201340,1,"UKH",".[65+"
"4863",201352,1,"UKE",".[05-14]"
"4864",201541,1,"UKE",".[25-44]"
"4865",201305,1,"UKH",".[25-44]"
"4866",201408,3,"UKE",".[65+"
"4867",201509,8,"UKK",".[65+"
"4868",201722,1,"UKH",".[45-64]"
"4869",201912,2,"UKJ",".[65+"
"4870",201739,1,"UKH",".[45-64]"
"4871",201440,2,"UKD",".[00-04]"
"4872",201836,1,"UKK",".[25-44]"
"4873",201740,1,"UKG",".[00-04]"
"4874",201503,4,"UKE",".[00-04]"
"4875",201743,1,"UKI",".[65+"
"4876",201311,5,"UKJ",".[65+"
"4877",201811,4,"UKH",".[65+"
"4878",201650,1,"UKK",".[65+"
"4879",201619,1,"UKI",".[65+"
"4880",201804,4,"UKE",".[65+"
"4881",201747,2,"UKF",".[65+"
"4882",201731,1,"UKG",".[45-64]"
"4883",201824,4,"UKH",".[65+"
"4884",201908,1,"UKC",".[65+"
"4885",201433,1,"UKK",".[45-64]"
"4886",201744,1,"UKJ",".[05-14]"
"4887",201616,4,"UKI",".[05-14]"
"4888",201424,1,"UKG",".[05-14]"
"4889",201446,1,"UKG",".[65+"
"4890",201512,9,"UKI",".[00-04]"
"4891",201929,1,"UKF",".[05-14]"
"4892",201323,1,"UKE",".[00-04]"
"4893",201609,2,"UKH",".[65+"
"4894",201318,1,"UKF",".[65+"
"4895",201814,1,"UKG",".[45-64]"
"4896",201537,1,"UKI",".[65+"
"4897",201504,1,"UKF",".[65+"
"4898",201933,1,"UKJ",".[45-64]"
"4899",201850,4,"UKD",".[65+"
"4900",201844,1,"UKK",".[65+"
"4901",201614,1,"UKF",".[65+"
"4902",201910,3,"UKE",".[65+"
"4903",201813,1,"UKE",".[65+"
"4904",201911,1,"UKD",".[25-44]"
"4905",201612,3,"UKG",".[25-44]"
"4906",201451,2,"UKH",".[45-64]"
"4907",201312,2,"UKI",".[05-14]"
"4908",201848,1,"UKK",".[65+"
"4909",201504,1,"UKI",".[65+"
"4910",201406,5,"UKE",".[65+"
"4911",201448,1,"UKI",".[65+"
"4912",201701,2,"UKH",".[65+"
"4913",201344,1,"UKD",".[45-64]"
"4914",201445,4,"UKI",".[65+"
"4915",201707,1,"UKE",".[45-64]"
"4916",201311,5,"UKD",".[65+"
"4917",201410,1,"UKJ",".[65+"
"4918",201403,4,"UKG",".[65+"
"4919",201423,1,"UKI",".[65+"
"4920",201647,3,"UKH",".[00-04]"
"4921",201612,1,"UKI",".[25-44]"
"4922",201347,1,"UKD",".[25-44]"
"4923",201544,4,"UKI",".[65+"
"4924",201910,1,"UKF",".[65+"
"4925",201409,2,"UKF",".[65+"
"4926",201921,1,"UKD",".[25-44]"
"4927",201642,1,"UKI",".[65+"
"4928",201733,1,"UKI",".[25-44]"
"4929",201519,1,"UKE",".[25-44]"
"4930",201345,1,"UKE",".[25-44]"
"4931",201316,1,"UKJ",".[65+"
"4932",201806,3,"UKK",".[45-64]"
"4933",201448,1,"UKE",".[65+"
"4934",201312,1,"UKK",".[15-24]"
"4935",201503,1,"UKD",".[45-64]"
"4936",201652,1,"UKG",".[25-44]"
"4937",201713,4,"UKK",".[65+"
"4938",201511,2,"UKJ",".[65+"
"4939",201709,1,"UKE",".[25-44]"
"4940",201828,2,"UKI",".[45-64]"
"4941",201652,1,"UKH",".[45-64]"
"4942",201517,3,"UKC",".[65+"
"4943",201425,1,"UKE",".[45-64]"
"4944",201511,3,"UKF",".[65+"
"4945",201749,1,"UKD",".[45-64]"
"4946",201530,1,"UKI",".[65+"
"4947",201908,3,"UKD",".[65+"
"4948",201839,1,"UKK",".[65+"
"4949",201825,1,"UKH",".[65+"
"4950",201722,1,"UKC",".[45-64]"
"4951",201311,4,"UKE",".[45-64]"
"4952",201329,1,"UKK",".[65+"
"4953",201628,1,"UKJ",".[25-44]"
"4954",201616,2,"UKH",".[65+"
"4955",201906,1,"UKC",".[45-64]"
"4956",201737,2,"UKK",".[45-64]"
"4957",201818,1,"UKG",".[45-64]"
"4958",201311,1,"UKE",".[65+"
"4959",201616,1,"UKK",".[05-14]"
"4960",201607,2,"UKF",".[00-04]"
"4961",201746,2,"UKK",".[45-64]"
"4962",201844,2,"UKE",".[65+"
"4963",201514,3,"UKJ",".[00-04]"
"4964",201419,1,"UKJ",".[65+"
"4965",201505,4,"UKF",".[65+"
"4966",201440,1,"UKI",".[25-44]"
"4967",201740,1,"UKE",".[05-14]"
"4968",201710,3,"UKH",".[65+"
"4969",201841,2,"UKG",".[65+"
"4970",201521,1,"UKI",".[45-64]"
"4971",201451,1,"UKJ",".[15-24]"
"4972",201616,1,"UKK",".[25-44]"
"4973",201313,3,"UKI",".[45-64]"
"4974",201505,4,"UKD",".[65+"
"4975",201338,1,"UKJ",".[45-64]"
"4976",201611,9,"UKH",".[65+"
"4977",201636,1,"UKF",".[25-44]"
"4978",201851,1,"UKE",".[65+"
"4979",201645,2,"UKK",".[45-64]"
"4980",201902,1,"UKE",".[65+"
"4981",201808,5,"UKE",".[65+"
"4982",201929,1,"UKI",".[45-64]"
"4983",201412,1,"UKI",".[25-44]"
"4984",201527,1,"UKE",".[65+"
"4985",201905,1,"UKD",".[45-64]"
"4986",201529,1,"UKH",".[45-64]"
"4987",201532,1,"UKE",".[45-64]"
"4988",201303,1,"UKD",".[00-04]"
"4989",201612,1,"UKE",".[65+"
"4990",201822,1,"UKI",".[65+"
"4991",201643,2,"UKI",".[15-24]"
"4992",201510,2,"UKF",".[65+"
"4993",201307,3,"UKH",".[65+"
"4994",201706,2,"UKK",".[45-64]"
"4995",201632,1,"UKI",".[65+"
"4996",201307,2,"UKF",".[65+"
"4997",201732,1,"UKE",".[65+"
"4998",201305,4,"UKI",".[65+"
"4999",201801,5,"UKF",".[65+"
"5000",201334,1,"UKE",".[15-24]"
"5001",201818,4,"UKJ",".[00-04]"
"5002",201319,3,"UKI",".[05-14]"
"5003",201650,3,"UKG",".[65+"
"5004",201608,4,"UKF",".[65+"
"5005",201308,1,"UKJ",".[65+"
"5006",201823,2,"UKD",".[65+"
"5007",201742,1,"UKE",".[25-44]"
"5008",201912,1,"UKG",".[65+"
"5009",201411,1,"UKI",".[45-64]"
"5010",201540,1,"UKG",".[65+"
"5011",201744,2,"UKD",".[65+"
"5012",201650,2,"UKK",".[65+"
"5013",201301,3,"UKF",".[65+"
"5014",201803,1,"UKF",".[65+"
"5015",201310,2,"UKI",".[25-44]"
"5016",201346,1,"UKI",".[65+"
"5017",201801,4,"UKG",".[65+"
"5018",201648,1,"UKG",".[45-64]"
"5019",201513,1,"UKE",".[25-44]"
"5020",201652,1,"UKD",".[65+"
"5022",201817,1,"UKI",".[65+"
"5023",201344,1,"UKK",".[15-24]"
"5024",201648,1,"UKG",".[45-64]"
"5025",201749,2,"UKK",".[45-64]"
"5026",201620,1,"UKK",".[45-64]"
"5027",201444,1,"UKD",".[65+"
"5028",201603,1,"UKD",".[45-64]"
"5029",201517,10,"UKH",".[65+"
"5030",201835,1,"UKD",".[15-24]"
"5031",201323,1,"UKK",".[25-44]"
"5032",201708,2,"UKH",".[00-04]"
"5033",201418,6,"UKK",".[00-04]"
"5034",201310,3,"UKH",".[05-14]"
"5035",201301,1,"UKF",".[45-64]"
"5036",201617,1,"UKC",".[65+"
"5037",201915,2,"UKJ",".[65+"
"5038",201933,1,"UKD",".[45-64]"
"5039",201718,4,"UKE",".[00-04]"
"5040",201806,7,"UKK",".[65+"
"5041",201714,4,"UKK",".[65+"
"5042",201350,3,"UKE",".[45-64]"
"5043",201707,2,"UKF",".[65+"
"5044",201441,1,"UKE",".[65+"
